"Cell","Drug","IC50"
905964,"Tamoxifen",2.402282
905964,"PRIMA-1MET",2.97205
905964,"Sepantronium bromide",-5.244109
905964,"GSK2578215A",4.428702
905964,"Ruxolitinib",4.193152
905964,"SN-38",-4.224858
905964,"SCH772984",2.233839
905964,"Taselisib",2.058217
905964,"Foretinib",1.305961
905964,"Sapitinib",4.276374
905964,"Niraparib",3.109753
905964,"Bortezomib",-5.685577
905964,"Pevonedistat",0.881942
905964,"JQ1",0.33675
905964,"PRT062607",1.747245
905964,"Camptothecin",-3.963567
905964,"Afuresertib",3.012443
905964,"PFI3",3.960282
905964,"Nilotinib",2.645776
905964,"NU7441",3.118308
905964,"Pictilisib",1.474084
905964,"Dasatinib",1.922007
905964,"MK-2206",2.125417
905964,"MK-8776",2.651252
905964,"BIBR-1532",3.590527
905964,"Erlotinib",1.964066
905964,"Docetaxel",-6.052989
905964,"Dinaciclib",-3.819382
905964,"YK-4-279",0.613043
905964,"Veliparib",3.980961
905964,"LGK974",3.466794
905964,"AZD4547",1.839957
905964,"WZ4003",2.451024
905964,"Tanespimycin",0.112126
905964,"GSK591",3.827844
905964,"AZD8186",3.039219
905964,"AGI-6780",3.001047
905964,"Selumetinib",3.876052
905964,"Telomerase Inhibitor IX",0.202464
905964,"Venetoclax",0.853445
905964,"Ipatasertib",3.221557
905964,"Talazoparib",3.220164
905964,"MIRA-1",4.443461
905964,"Cyclophosphamide",4.648699
905964,"AZD7762",-1.268494
905964,"Bosutinib",1.644936
905964,"Paclitaxel",-5.747591
905964,"Irinotecan",1.475704
905964,"ML323",3.110006
905964,"NVP-ADW742",1.627833
905964,"KU-55933",4.70379
905964,"PCI-34051",3.733378
905964,"Vinorelbine",-5.238359
905964,"AT13148",4.703821
905964,"IWP-2",1.308785
905964,"Cediranib",1.945817
905964,"BMS-345541",1.939103
905964,"Serdemetan",3.914805
905964,"I-BRD9",2.915823
905964,"LCL161",4.50261
905964,"Rucaparib",2.859008
905964,"Trametinib",0.063508
905964,"Wnt-C59",2.929986
905964,"Oxaliplatin",0.942202
905964,"Vismodegib",4.177713
905964,"Staurosporine",-3.535742
905964,"AZ6102",2.884794
905964,"Navitoclax",-1.324271
905964,"LJI308",4.512162
905964,"Dactinomycin",-7.162697
905964,"GW441756",2.527739
905964,"AZ960",0.155481
905964,"Wee1 Inhibitor",0.936181
905964,"GSK343",2.199698
905964,"5-Fluorouracil",1.390813
905964,"Epirubicin",-2.847188
905964,"EPZ5676",3.347675
905964,"MG-132",-1.724324
905968,"Ribociclib",4.257247
905968,"Pyridostatin",3.277978
905968,"Ibrutinib",0.261034
905968,"OSI-027",2.346748
905968,"Lenalidomide",5.108114
905968,"Refametinib",-0.843626
905968,"Picolinici-acid",4.877723
905968,"WIKI4",2.286631
905968,"Mirin",3.681647
905968,"SCH772984",-0.300301
905968,"GDC0810",4.761503
905968,"Doramapimod",5.41344
905968,"RO-3306",3.090325
905968,"Palbociclib",1.938808
905968,"Sorafenib",2.797982
905968,"BMS-536924",0.346471
905968,"VE821",2.187031
905968,"AZD5363",-0.55182
905968,"Axitinib",4.373988
905968,"AGI-5198",4.863319
905968,"I-BET-762",2.317203
905968,"OF-1",4.810113
905968,"JNK Inhibitor VIII",5.130809
905968,"EHT-1864",4.881395
905968,"PFI3",4.064115
905968,"BMS-345541",2.10073
905968,"EPZ004777",4.726018
905968,"SGC0946",2.990292
905968,"Temozolomide",7.069917
905968,"RVX-208",5.333036
905968,"ABT737",3.614114
905968,"AZD6738",0.945734
905968,"Dasatinib",-3.345955
905968,"PCI-34051",3.629486
905968,"Entospletinib",2.284816
905968,"Fulvestrant",4.08533
905968,"KRAS (G12C) Inhibitor-12",4.464953
905968,"Dactolisib",-3.091953
905968,"P22077",3.986669
905968,"BMS-754807",0.818335
905968,"NU7441",1.492179
905968,"LY2109761",6.030545
905968,"Savolitinib",2.124094
905968,"Sabutoclax",-1.424244
905968,"Buparlisib",-1.075289
905968,"Nutlin-3a (-)",2.725706
905968,"Lestaurtinib",-0.550663
905968,"PFI-1",4.778236
905968,"Ipatasertib",-0.701728
905968,"Ulixertinib",0.376043
905968,"Pevonedistat",0.09606
905968,"Crizotinib",3.041569
905968,"MN-64",3.517058
905968,"Alpelisib",-0.689528
905968,"MK-2206",-0.082084
905968,"PD173074",2.503922
905968,"AMG-319",4.339229
905968,"Uprosertib",-1.093589
905968,"Sapitinib",-0.119043
905968,"Luminespib",-3.572942
905968,"PD0325901",-1.712715
905968,"Sepantronium bromide",-4.031471
905968,"XAV939",2.784044
905968,"Leflunomide",4.641998
905968,"GSK2578215A",5.777749
905968,"PRIMA-1MET",3.642511
905968,"Osimertinib",-0.576755
905968,"PLX-4720",3.331728
905968,"Irinotecan",2.545896
905968,"AZ6102",0.480568
905968,"Epirubicin",-2.041438
905968,"Rapamycin",-3.401855
905968,"GSK343",2.047426
905968,"Venetoclax",2.757446
905968,"Bortezomib",-4.762487
905968,"ZM447439",3.53976
905968,"Camptothecin",-2.170484
905968,"SB590885",3.885088
905968,"Tanespimycin",-0.735112
905968,"SB216763",5.993946
905968,"AZD4547",2.053127
905968,"Paclitaxel",-3.551582
905968,"Niraparib",3.333902
905968,"KU-55933",4.614282
905968,"AZD3759",0.498506
905968,"VE-822",1.160851
905968,"MK-8776",2.893117
905968,"Taselisib",-3.112029
905968,"CZC24832",4.762828
905968,"Trametinib",-3.183082
905968,"Entinostat",1.509792
905968,"Gefitinib",0.730224
905968,"AT13148",0.749712
905968,"SN-38",-2.417152
905968,"OTX015",1.320315
905968,"WZ4003",2.424106
905968,"AZD7762",-1.118688
905968,"Afuresertib",-1.561838
905968,"PRT062607",2.351254
905968,"MK-1775",-0.980901
905968,"Vismodegib",5.308033
905968,"AZD8186",0.035174
905968,"Ruxolitinib",3.569426
905968,"Gemcitabine",-1.010788
905968,"Telomerase Inhibitor IX",-0.378856
905968,"MG-132",-1.326387
905968,"Navitoclax",3.945417
905968,"Selumetinib",1.195171
905968,"Vinorelbine",-3.638332
905968,"Tamoxifen",3.8567
905968,"LCL161",5.425212
905968,"IWP-2",2.461625
905968,"Afatinib",-1.124488
905968,"GSK591",3.034312
905968,"BIBR-1532",4.796327
905968,"MIRA-1",5.34287
905968,"Docetaxel",-4.567729
905968,"Lapatinib",0.347903
905968,"NVP-ADW742",2.377927
905968,"Rucaparib",2.599895
905968,"Foretinib",-0.536497
905968,"VX-11e",0.520121
905968,"Motesanib",5.927388
905968,"EPZ5676",5.288194
905968,"Bosutinib",0.168833
905968,"Wee1 Inhibitor",1.715173
905968,"Pictilisib",-1.720633
905968,"Serdemetan",3.104633
905968,"Veliparib",3.703796
905968,"Cyclophosphamide",5.933554
905968,"Staurosporine",-3.532434
905968,"AGI-6780",3.929275
905968,"LJI308",3.697464
905968,"Talazoparib",1.453399
905968,"Dactinomycin",-6.107753
905968,"GSK1904529A",4.564979
905968,"Erlotinib",-0.015639
905968,"I-BRD9",4.521447
905968,"Cediranib",0.009254
905968,"AZ960",1.070964
905968,"GSK2606414",2.043123
905968,"GW441756",3.442744
905968,"Dinaciclib",-2.885347
905968,"JQ1",1.704474
905968,"ML323",3.826013
905968,"Linsitinib",5.076707
905968,"Avagacestat",4.916681
905968,"Nilotinib",4.102136
905968,"YK-4-279",1.026626
905968,"Vorinostat",1.757641
905968,"Wnt-C59",3.677766
905968,"5-Fluorouracil",3.371913
905968,"Olaparib",3.855123
905968,"LGK974",4.62452
905968,"Oxaliplatin",2.289741
905969,"BMS-536924",1.918045
905969,"Sorafenib",5.588557
905969,"Mirin",5.025497
905969,"Refametinib",0.257974
905969,"Ribociclib",5.369894
905969,"RVX-208",4.551448
905969,"Lestaurtinib",0.453156
905969,"VE821",6.575685
905969,"Lenalidomide",6.786829
905969,"OF-1",6.891926
905969,"Fulvestrant",5.045388
905969,"SB590885",5.493014
905969,"WIKI4",4.611227
905969,"RO-3306",5.379753
905969,"OSI-027",2.367223
905969,"BMS-345541",3.66742
905969,"SGC0946",2.590674
905969,"Doramapimod",7.110527
905969,"MK-8776",5.175173
905969,"VE-822",1.372674
905969,"SB216763",6.735831
905969,"ABT737",4.48452
905969,"SCH772984",0.594906
905969,"EHT-1864",5.446415
905969,"Palbociclib",3.044354
905969,"AZD5363",4.484736
905969,"Ibrutinib",6.990963
905969,"PFI3",6.605764
905969,"AGI-5198",6.199235
905969,"Temozolomide",8.110323
905969,"AZD3759",3.252314
905969,"I-BET-762",2.048447
905969,"PD173074",5.586287
905969,"P22077",6.293292
905969,"Rapamycin",-2.27204
905969,"Pyridostatin",4.136666
905969,"Camptothecin",0.447038
905969,"PFI-1",2.754111
905969,"Uprosertib",2.830189
905969,"Pevonedistat",5.555816
905969,"Crizotinib",3.167856
905969,"PD0325901",-1.128988
905969,"Picolinici-acid",5.485858
905969,"Axitinib",7.713794
905969,"PLX-4720",6.722667
905969,"KRAS (G12C) Inhibitor-12",4.67396
905969,"AZD7762",-0.123059
905969,"Sepantronium bromide",-4.500471
905969,"JNK Inhibitor VIII",6.409181
905969,"LY2109761",7.065288
905969,"Entospletinib",3.021865
905969,"PCI-34051",5.058585
905969,"Dactolisib",-1.606018
905969,"Afuresertib",3.443176
905969,"PRIMA-1MET",3.539451
905969,"AZD4547",3.854052
905969,"Ulixertinib",2.192159
905969,"Luminespib",-1.1375
905969,"Tamoxifen",6.524455
905969,"NU7441",5.328205
905969,"XAV939",5.054923
905969,"AZD6738",1.902027
905969,"Dasatinib",-0.966706
905969,"Osimertinib",4.066338
905969,"Alpelisib",1.958694
905969,"Sabutoclax",-0.059014
905969,"MK-2206",3.589941
905969,"MN-64",7.076198
905969,"AMG-319",5.48652
905969,"Sapitinib",3.496769
905969,"GSK2578215A",5.786812
905969,"Taselisib",1.354875
905969,"Gefitinib",3.86762
905969,"Buparlisib",1.301744
905969,"WZ4003",3.750485
905969,"Gemcitabine",1.258651
905969,"GSK1904529A",5.962359
905969,"Savolitinib",4.050159
905969,"BMS-754807",4.472969
905969,"OTX015",1.141926
905969,"SN-38",0.527411
905969,"Tanespimycin",0.285953
905969,"Nutlin-3a (-)",7.095083
905969,"Bosutinib",2.340348
905969,"Entinostat",1.48839
905969,"Leflunomide",5.805374
905969,"Olaparib",6.000833
905969,"MIRA-1",6.93132
905969,"AZD8186",3.753655
905969,"Irinotecan",6.533103
905969,"EPZ004777",5.769859
905969,"Ipatasertib",4.058037
905969,"Navitoclax",3.085895
905969,"Telomerase Inhibitor IX",1.681103
905969,"Venetoclax",3.994702
905969,"Cyclophosphamide",6.971496
905969,"BIBR-1532",6.327674
905969,"GSK591",5.821015
905969,"Motesanib",7.117759
905969,"Vismodegib",5.970047
905969,"PRT062607",2.268077
905969,"Paclitaxel",-2.529369
905969,"Ruxolitinib",5.810923
905969,"Bortezomib",-3.734078
905969,"GSK343",3.517003
905969,"Trametinib",-2.157878
905969,"Veliparib",6.701486
905969,"LGK974",4.465917
905969,"Rucaparib",5.327553
905969,"MK-1775",1.621556
905969,"Niraparib",5.019513
905969,"Vinorelbine",-1.485962
905969,"Staurosporine",-2.586719
905969,"ML323",5.812215
905969,"Talazoparib",7.47018
905969,"Wnt-C59",6.324609
905969,"EPZ5676",7.006784
905969,"Erlotinib",4.814785
905969,"Docetaxel",-3.603645
905969,"AGI-6780",5.880919
905969,"I-BRD9",6.56026
905969,"Dinaciclib",-2.669124
905969,"Lapatinib",3.93533
905969,"LCL161",6.048873
905969,"IWP-2",3.854702
905969,"Epirubicin",1.020048
905969,"ZM447439",5.888751
905969,"AZ6102",5.262749
905969,"5-Fluorouracil",4.638605
905969,"NVP-ADW742",3.796178
905969,"Afatinib",1.988205
905969,"CZC24832",6.156746
905969,"KU-55933",6.490947
905969,"Oxaliplatin",3.540589
905969,"GW441756",4.706883
905969,"LJI308",7.016185
905969,"Cediranib",3.04901
905969,"GSK2606414",6.665074
905969,"VX-11e",2.115034
905969,"AZ960",3.21248
905969,"Avagacestat",5.830188
905969,"Vorinostat",1.942773
905969,"Dactinomycin",-3.300886
905969,"Selumetinib",1.186634
905969,"Pictilisib",0.884051
905969,"Linsitinib",3.767747
905969,"JQ1",3.184229
905969,"AT13148",5.475814
905969,"GDC0810",6.949932
905969,"Foretinib",1.927506
905969,"Wee1 Inhibitor",3.269149
905969,"Serdemetan",5.169572
905969,"MG-132",-0.967974
905969,"Nilotinib",5.244056
905969,"YK-4-279",4.099666
905970,"PRIMA-1MET",7.218414
905970,"BMS-536924",1.924088
905970,"JNK Inhibitor VIII",5.729372
905970,"Dactolisib",-1.578772
905970,"Ibrutinib",2.435575
905970,"OSI-027",2.989989
905970,"Lestaurtinib",2.575171
905970,"SCH772984",1.835754
905970,"BMS-345541",5.629726
905970,"Mirin",6.256041
905970,"RO-3306",5.677296
905970,"P22077",6.925344
905970,"Luminespib",0.069645
905970,"OF-1",2.964871
905970,"PD173074",5.242832
905970,"Ribociclib",5.329868
905970,"RVX-208",5.967222
905970,"WIKI4",3.718746
905970,"Camptothecin",1.028556
905970,"SB590885",6.934684
905970,"Lenalidomide",7.133966
905970,"EHT-1864",3.355979
905970,"Doramapimod",5.98931
905970,"Pyridostatin",6.771924
905970,"WZ4003",5.90635
905970,"Pevonedistat",6.293811
905970,"PFI-1",6.467794
905970,"ABT737",4.680573
905970,"Tamoxifen",6.839775
905970,"Picolinici-acid",7.236341
905970,"VE821",5.541771
905970,"PD0325901",1.007133
905970,"AZD3759",1.435063
905970,"SB216763",6.097122
905970,"AMG-319",6.549015
905970,"Sepantronium bromide",-6.918603
905970,"LY2109761",6.418304
905970,"AZD5363",3.614145
905970,"Palbociclib",5.474155
905970,"Alpelisib",5.39298
905970,"Sorafenib",3.15949
905970,"MK-8776",5.959681
905970,"AZD7762",3.571479
905970,"EPZ004777",6.650471
905970,"Sabutoclax",0.424872
905970,"Entospletinib",5.132856
905970,"Crizotinib",6.839838
905970,"Fulvestrant",4.837008
905970,"Buparlisib",3.151519
905970,"Axitinib",5.114189
905970,"PLX-4720",5.305369
905970,"AGI-5198",5.190483
905970,"OTX015",4.54023
905970,"I-BET-762",5.186883
905970,"KRAS (G12C) Inhibitor-12",6.030968
905970,"Irinotecan",6.034776
905970,"Sapitinib",2.075882
905970,"SGC0946",3.541904
905970,"EPZ5676",7.285288
905970,"MK-2206",4.113672
905970,"VE-822",6.431898
905970,"MN-64",5.128402
905970,"Uprosertib",6.252091
905970,"NU7441",3.566118
905970,"PFI3",7.156068
905970,"Ulixertinib",3.814318
905970,"Taselisib",2.724135
905970,"Dasatinib",2.920186
905970,"AZD4547",7.055476
905970,"AZD8186",2.960905
905970,"Venetoclax",3.084384
905970,"GSK2606414",4.802209
905970,"Trametinib",-0.700379
905970,"Temozolomide",6.941796
905970,"Refametinib",1.853077
905970,"Olaparib",7.334576
905970,"AZD6738",4.34935
905970,"MIRA-1",6.851079
905970,"Rapamycin",-1.635447
905970,"GSK591",4.213223
905970,"Afuresertib",3.434563
905970,"SN-38",1.71971
905970,"XAV939",4.66908
905970,"GSK1904529A",5.900329
905970,"Paclitaxel",-0.094116
905970,"I-BRD9",6.191982
905970,"Docetaxel",0.052043
905970,"PRT062607",5.903909
905970,"Nutlin-3a (-)",6.262941
905970,"PCI-34051",6.217785
905970,"BMS-754807",3.731589
905970,"Gefitinib",2.743913
905970,"Tanespimycin",2.000397
905970,"Osimertinib",1.164936
905970,"Leflunomide",5.055846
905970,"AGI-6780",5.690435
905970,"Vismodegib",5.024193
905970,"Afatinib",0.347996
905970,"Linsitinib",4.938179
905970,"Bortezomib",-2.623133
905970,"Vinorelbine",0.375648
905970,"Bosutinib",4.826807
905970,"Motesanib",7.105818
905970,"Veliparib",7.103514
905970,"Lapatinib",2.011479
905970,"VX-11e",2.659754
905970,"MG-132",-1.165438
905970,"Savolitinib",4.845221
905970,"Telomerase Inhibitor IX",1.01268
905970,"Erlotinib",1.725803
905970,"ZM447439",4.177269
905970,"Ipatasertib",5.221471
905970,"Pictilisib",2.564294
905970,"GSK343",4.875301
905970,"AZ6102",2.540344
905970,"Selumetinib",3.390659
905970,"LCL161",7.289738
905970,"Staurosporine",-2.481551
905970,"YK-4-279",5.916088
905970,"Gemcitabine",3.899284
905970,"GSK2578215A",5.564338
905970,"Oxaliplatin",7.435075
905970,"AZ960",3.250373
905970,"BIBR-1532",5.843118
905970,"Foretinib",2.91852
905970,"Rucaparib",5.195663
905970,"NVP-ADW742",5.831689
905970,"AT13148",2.171005
905970,"Wee1 Inhibitor",3.413851
905970,"Serdemetan",5.968449
905970,"GDC0810",7.632761
905970,"Entinostat",4.896217
905970,"ML323",4.124746
905970,"CZC24832",6.509838
905970,"GW441756",4.917368
905970,"Cyclophosphamide",6.762443
905970,"Epirubicin",0.87847
905970,"Nilotinib",5.54387
905970,"MK-1775",4.683336
905970,"Avagacestat",6.405059
905970,"Dinaciclib",-1.79844
905970,"Ruxolitinib",4.920973
905970,"Talazoparib",4.422201
905970,"Vorinostat",3.853366
905970,"Niraparib",6.471995
905970,"Cediranib",3.120813
905970,"Wnt-C59",4.504108
905970,"JQ1",3.588477
905970,"Dactinomycin",-3.675463
905970,"Navitoclax",3.910072
905970,"LJI308",4.873673
905970,"IWP-2",4.238179
905970,"KU-55933",6.999662
905970,"5-Fluorouracil",6.975727
905970,"LGK974",4.924308
905972,"BMS-536924",2.16435
905972,"Crizotinib",3.642028
905972,"VE821",6.054159
905972,"JNK Inhibitor VIII",5.316953
905972,"Dasatinib",-0.472217
905972,"Doramapimod",5.952065
905972,"Tanespimycin",-0.528923
905972,"AZD7762",0.197731
905972,"PRIMA-1MET",7.609126
905972,"OSI-027",5.004942
905972,"RO-3306",4.237217
905972,"PFI-1",3.438641
905972,"P22077",5.955665
905972,"Ribociclib",4.841537
905972,"MN-64",4.693031
905972,"Osimertinib",2.742171
905972,"Tamoxifen",4.444122
905972,"Irinotecan",2.679718
905972,"AZD5363",3.622725
905972,"Sapitinib",5.636924
905972,"Lenalidomide",6.157868
905972,"WZ4003",5.063722
905972,"Entospletinib",5.589255
905972,"ABT737",4.486443
905972,"AZD3759",4.057452
905972,"NU7441",5.203604
905972,"SCH772984",2.181991
905972,"Fulvestrant",4.242346
905972,"SB216763",5.337856
905972,"AMG-319",6.15618
905972,"Sorafenib",3.144574
905972,"SGC0946",2.111626
905972,"PLX-4720",5.482401
905972,"OTX015",3.079355
905972,"Dactolisib",-1.441245
905972,"SB590885",5.563414
905972,"Luminespib",-1.455623
905972,"MK-8776",4.796622
905972,"LCL161",6.510514
905972,"Buparlisib",1.200701
905972,"Sepantronium bromide",-4.081141
905972,"Ibrutinib",5.285601
905972,"EPZ004777",6.502281
905972,"Lestaurtinib",0.102332
905972,"EHT-1864",3.89992
905972,"Cyclophosphamide",6.231106
905972,"PCI-34051",5.395539
905972,"MK-2206",5.572864
905972,"I-BET-762",5.495906
905972,"AGI-6780",5.30605
905972,"Sabutoclax",0.377727
905972,"Mirin",5.400165
905972,"Axitinib",4.278974
905972,"OF-1",3.560006
905972,"Alpelisib",5.868094
905972,"PD173074",6.237005
905972,"Camptothecin",-2.561103
905972,"Epirubicin",-1.079664
905972,"AZD4547",3.230098
905972,"Entinostat",3.125496
905972,"Palbociclib",5.363465
905972,"LY2109761",4.510611
905972,"VE-822",5.238688
905972,"PFI3",6.50793
905972,"Venetoclax",3.094742
905972,"Rapamycin",-3.014817
905972,"BMS-754807",3.889517
905972,"Afuresertib",4.049933
905972,"Bosutinib",3.322375
905972,"GSK343",4.202904
905972,"Uprosertib",5.455994
905972,"RVX-208",6.255277
905972,"SN-38",-3.57905
905972,"Temozolomide",7.552447
905972,"Foretinib",3.030549
905972,"BMS-345541",3.779629
905972,"WIKI4",3.085528
905972,"PD0325901",0.450212
905972,"Leflunomide",6.679168
905972,"Trametinib",-0.041027
905972,"Ipatasertib",5.389656
905972,"Serdemetan",4.773687
905972,"Refametinib",2.923788
905972,"XAV939",4.963714
905972,"AZ960",2.035155
905972,"Bortezomib",-5.314646
905972,"Vinorelbine",-2.204631
905972,"GSK591",5.234566
905972,"Pevonedistat",0.028009
905972,"Staurosporine",-3.812317
905972,"I-BRD9",6.126743
905972,"MIRA-1",6.47232
905972,"Ulixertinib",3.00784
905972,"ZM447439",4.159739
905972,"KU-55933",5.770147
905972,"Veliparib",6.27316
905972,"GW441756",2.867551
905972,"Motesanib",6.434013
905972,"Taselisib",4.963924
905972,"Telomerase Inhibitor IX",0.165895
905972,"EPZ5676",6.720548
905972,"GDC0810",5.956153
905972,"PRT062607",4.727382
905972,"BIBR-1532",6.249194
905972,"Selumetinib",3.982503
905972,"AGI-5198",5.486315
905972,"Talazoparib",2.372112
905972,"Afatinib",3.657268
905972,"Savolitinib",3.569519
905972,"Niraparib",5.675796
905972,"ML323",6.350596
905972,"Wnt-C59",5.5741
905972,"Gemcitabine",-1.004775
905972,"AZD6738",2.011554
905972,"Vorinostat",2.262641
905972,"LGK974",5.001948
905972,"YK-4-279",3.101231
905972,"Lapatinib",4.492879
905972,"Gefitinib",4.766858
905972,"AT13148",3.596651
905972,"LJI308",5.294065
905972,"Picolinici-acid",6.485132
905972,"MG-132",-1.338994
905972,"Avagacestat",6.062736
905972,"Docetaxel",-2.728032
905972,"Cediranib",2.83555
905972,"5-Fluorouracil",5.448408
